source,query_used,pmid,pmcid,doi,title,abstract,journal,pub_date,url,publication_types,authors,match_location,alias_matched,match_context,confidence
PubMed,"""4"" ""atopic dermatitis""",42347024,PMC13305292,10.3390/pathophysiology33020039,Oxidative and Nitrosative Stress in Atopic Dermatitis and Depression: Similarities in Biomarkers and Pathophysiological Mechanisms.,"Atopic dermatitis is a chronic inflammatory skin disease characterized by epidermal barrier dysfunction and immune dysregulation, whereas major depressive disorder is a common psychiatric condition with a substantial impact on quality of life; increasing attention has been given to oxidative and nitrosative stress as a potential biological link between these disorders.
This narrative review synthesizes current evidence on molecular biomarkers of oxidative and nitrosative stress in AD and MDD and examines shared mechanisms within the skin-brain axis.
Across both conditions, studies consistently report increased markers of lipid peroxidation (e.g., malondialdehyde, 4-hydroxynonenal), oxidative DNA damage (8-hydroxy-2'-deoxyguanosine), and nitrosative stress, alongside impaired antioxidant defenses, particularly involving glutathione; these alterations are closely associated with chronic inflammation, cytokine signaling, mitochondrial dysfunction, and dysregulation of neuroimmune and hypothalamic-pituitary-adrenal axis pathways.
Although the available evidence is heterogeneous and largely based on cross-sectional studies, limiting causal inference, the findings support a biologically plausible link between AD and depression mediated by shared redox pathways and highlight the need for further longitudinal and mechanistic research.",Pathophysiology : the official journal of the International Society for Pathophysiology,2026-Jun-10,https://pubmed.ncbi.nlm.nih.gov/42347024/,Journal Article; Review,Dominika Jabłonka; Stefan Modzelewski; Napoleon Waszkiewicz,abstract,4,"idative and nitrosative stress in AD and MDD and examines shared mechanisms within the skin-brain axis. Across both conditions, studies consistently report increased markers of lipid peroxidation (e.g., malondialdehyde, 4-hydroxynonenal), oxidative DNA damage (8-hydroxy-2'-deoxyguanosine), and nitrosative stress, alongside impaired antioxidant defenses, particularly involving glutathione; these alterations are closely associated with chr",0
PubMed,"""4"" ""atopic dermatitis""",42346157,PMC13297085,10.3390/cells15121130,IL-4/IL-13-Driven Dysregulation of Epidermal Lipid Metabolism in Atopic Dermatitis: An Immunometabolic Link Between Type 2 Inflammation and Barrier Dysfunction.,"Atopic dermatitis (AD) is a chronic immune-mediated inflammatory skin disease characterized by a complex and dynamic interplay between immune dysregulation and epidermal barrier dysfunction. Emerging evidence supports an integrated pathogenic model in which immune activation and barrier impairment form a bidirectional and self-reinforcing axis rather than representing separate processes. This review synthesizes current knowledge on the role of IL-4/IL-13-dependent signaling in regulating keratinocyte lipid metabolism and its impact on epidermal barrier integrity. IL-4/IL-13 signaling via the JAK-STAT pathway, particularly STAT6, contributes to keratinocyte dysfunction, resulting in impaired differentiation and coordinated alterations in lipid metabolism, including fatty acid elongation and ceramide synthesis. These cytokine-driven processes disrupt the organization of the stratum corneum lipid matrix, resulting in increased transepidermal water loss, enhanced skin permeability, and susceptibility to microbial colonization, thereby promoting chronic inflammation. Collectively, these findings support the concept that IL-4/IL-13-mediated dysregulation of keratinocyte lipid metabolism may represent an important immunometabolic mechanism linking type 2 inflammation with secondary barrier dysfunction in atopic dermatitis, thereby contributing to disease persistence. Targeting both immune pathways and epidermal lipid homeostasis may represent an effective strategy to restore barrier function and improve clinical outcomes.",Cells,2026-Jun-22,https://pubmed.ncbi.nlm.nih.gov/42346157/,Journal Article; Review,Klara Andrzejczak; Agata Sternak; Wiktor Witkowski; Aleksandra Flak; Joanna Maj; Małgorzata Ponikowska,title,Atopic Dermatitis,IL-4/IL-13-Driven Dysregulation of Epidermal Lipid Metabolism in Atopic Dermatitis: An Immunometabolic Link Between Type 2 Inflammation and Barrier Dysfunction.,0
PubMed,"""4"" ""atopic dermatitis""",42346157,PMC13297085,10.3390/cells15121130,IL-4/IL-13-Driven Dysregulation of Epidermal Lipid Metabolism in Atopic Dermatitis: An Immunometabolic Link Between Type 2 Inflammation and Barrier Dysfunction.,"Atopic dermatitis (AD) is a chronic immune-mediated inflammatory skin disease characterized by a complex and dynamic interplay between immune dysregulation and epidermal barrier dysfunction. Emerging evidence supports an integrated pathogenic model in which immune activation and barrier impairment form a bidirectional and self-reinforcing axis rather than representing separate processes. This review synthesizes current knowledge on the role of IL-4/IL-13-dependent signaling in regulating keratinocyte lipid metabolism and its impact on epidermal barrier integrity. IL-4/IL-13 signaling via the JAK-STAT pathway, particularly STAT6, contributes to keratinocyte dysfunction, resulting in impaired differentiation and coordinated alterations in lipid metabolism, including fatty acid elongation and ceramide synthesis. These cytokine-driven processes disrupt the organization of the stratum corneum lipid matrix, resulting in increased transepidermal water loss, enhanced skin permeability, and susceptibility to microbial colonization, thereby promoting chronic inflammation. Collectively, these findings support the concept that IL-4/IL-13-mediated dysregulation of keratinocyte lipid metabolism may represent an important immunometabolic mechanism linking type 2 inflammation with secondary barrier dysfunction in atopic dermatitis, thereby contributing to disease persistence. Targeting both immune pathways and epidermal lipid homeostasis may represent an effective strategy to restore barrier function and improve clinical outcomes.",Cells,2026-Jun-22,https://pubmed.ncbi.nlm.nih.gov/42346157/,Journal Article; Review,Klara Andrzejczak; Agata Sternak; Wiktor Witkowski; Aleksandra Flak; Joanna Maj; Małgorzata Ponikowska,title,4,IL-4/IL-13-Driven Dysregulation of Epidermal Lipid Metabolism in Atopic Dermatitis: An Immunometabolic Link Between Type 2 Inflammation and Barrier Dysfunction.,0
PubMed,"""4"" ""atopic dermatitis""",42346157,PMC13297085,10.3390/cells15121130,IL-4/IL-13-Driven Dysregulation of Epidermal Lipid Metabolism in Atopic Dermatitis: An Immunometabolic Link Between Type 2 Inflammation and Barrier Dysfunction.,"Atopic dermatitis (AD) is a chronic immune-mediated inflammatory skin disease characterized by a complex and dynamic interplay between immune dysregulation and epidermal barrier dysfunction. Emerging evidence supports an integrated pathogenic model in which immune activation and barrier impairment form a bidirectional and self-reinforcing axis rather than representing separate processes. This review synthesizes current knowledge on the role of IL-4/IL-13-dependent signaling in regulating keratinocyte lipid metabolism and its impact on epidermal barrier integrity. IL-4/IL-13 signaling via the JAK-STAT pathway, particularly STAT6, contributes to keratinocyte dysfunction, resulting in impaired differentiation and coordinated alterations in lipid metabolism, including fatty acid elongation and ceramide synthesis. These cytokine-driven processes disrupt the organization of the stratum corneum lipid matrix, resulting in increased transepidermal water loss, enhanced skin permeability, and susceptibility to microbial colonization, thereby promoting chronic inflammation. Collectively, these findings support the concept that IL-4/IL-13-mediated dysregulation of keratinocyte lipid metabolism may represent an important immunometabolic mechanism linking type 2 inflammation with secondary barrier dysfunction in atopic dermatitis, thereby contributing to disease persistence. Targeting both immune pathways and epidermal lipid homeostasis may represent an effective strategy to restore barrier function and improve clinical outcomes.",Cells,2026-Jun-22,https://pubmed.ncbi.nlm.nih.gov/42346157/,Journal Article; Review,Klara Andrzejczak; Agata Sternak; Wiktor Witkowski; Aleksandra Flak; Joanna Maj; Małgorzata Ponikowska,abstract,Atopic Dermatitis,Atopic dermatitis (AD) is a chronic immune-mediated inflammatory skin disease characterized by a complex and dynamic interplay between immune dysregulation and epidermal barrier dysfunction. Emerging evidence supports an integrated patho,0
PubMed,"""4"" ""atopic dermatitis""",42346157,PMC13297085,10.3390/cells15121130,IL-4/IL-13-Driven Dysregulation of Epidermal Lipid Metabolism in Atopic Dermatitis: An Immunometabolic Link Between Type 2 Inflammation and Barrier Dysfunction.,"Atopic dermatitis (AD) is a chronic immune-mediated inflammatory skin disease characterized by a complex and dynamic interplay between immune dysregulation and epidermal barrier dysfunction. Emerging evidence supports an integrated pathogenic model in which immune activation and barrier impairment form a bidirectional and self-reinforcing axis rather than representing separate processes. This review synthesizes current knowledge on the role of IL-4/IL-13-dependent signaling in regulating keratinocyte lipid metabolism and its impact on epidermal barrier integrity. IL-4/IL-13 signaling via the JAK-STAT pathway, particularly STAT6, contributes to keratinocyte dysfunction, resulting in impaired differentiation and coordinated alterations in lipid metabolism, including fatty acid elongation and ceramide synthesis. These cytokine-driven processes disrupt the organization of the stratum corneum lipid matrix, resulting in increased transepidermal water loss, enhanced skin permeability, and susceptibility to microbial colonization, thereby promoting chronic inflammation. Collectively, these findings support the concept that IL-4/IL-13-mediated dysregulation of keratinocyte lipid metabolism may represent an important immunometabolic mechanism linking type 2 inflammation with secondary barrier dysfunction in atopic dermatitis, thereby contributing to disease persistence. Targeting both immune pathways and epidermal lipid homeostasis may represent an effective strategy to restore barrier function and improve clinical outcomes.",Cells,2026-Jun-22,https://pubmed.ncbi.nlm.nih.gov/42346157/,Journal Article; Review,Klara Andrzejczak; Agata Sternak; Wiktor Witkowski; Aleksandra Flak; Joanna Maj; Małgorzata Ponikowska,abstract,4,"pathogenic model in which immune activation and barrier impairment form a bidirectional and self-reinforcing axis rather than representing separate processes. This review synthesizes current knowledge on the role of IL-4/IL-13-dependent signaling in regulating keratinocyte lipid metabolism and its impact on epidermal barrier integrity. IL-4/IL-13 signaling via the JAK-STAT pathway, particularly STAT6, contributes to keratinocyte dysfunc",0
PubMed,"""4"" ""atopic dermatitis""",42345528,,10.23822/EurAnnACI.1764-1489.443,"Multicenter survey on eosinophilic esophagitis in Italy: trends in diagnosis, diagnostic delay, and type 2 comorbidity burden.","Background. Eosinophilic esophagitis (EoE) is a chronic, immune-mediated esophageal disorder that has been increasingly recognized over recent decades. It is characterized by a type 2 inflammatory response, shared with other type 2 inflammatory conditions such as allergic rhinitis (AR), food allergy (FA), atopic dermatitis (AD), bronchial asthma (BA), and chronic rhinosinusitis with nasal polyps (CRSwNP). Methods. A total of 295 patients with EoE, followed at seven Italian allergy centers with expertise in managing EoE, were included. We analyzed annual EoE diagnoses, diagnostic delay, and the presence of type 2 comorbidities - including AR, FA, BA, AD and CRSwNP - assessed via allergological evaluations at the participating centers. Statistical analyses included non-parametric trend tests, linear and logistic regressions, chi-square tests, and descriptive analyses. Results. Annual EoE diagnoses showed a significant upward trend from 2014 to 2024 (p = 0.002). However, the diagnostic delay remained consistently high, showing no corresponding reduction despite the rise in diagnoses. The burden of type 2 comorbidities was substantial, with 83.4% of patients presenting at least one comorbidity, and most patients exhibited multiple comorbidities. Conclusions. Our findings are consistent with previously reported increases in EoE diagnoses in Italy, alongside persistent diagnostic delays, and highlight the substantial burden of type 2 comorbidities in these patients, emphasizing the importance of systematic allergological evaluation and multidisciplinary managementin patients with EoE.",European annals of allergy and clinical immunology,2026-Jun-25,https://pubmed.ncbi.nlm.nih.gov/42345528/,Journal Article,L Franceschini; D Bignardi; M B Bilò; F Buzzulini; G Cortellini; D Gargano; E Pinter; R B Polillo; D Villalta; A Farsi; - Aaiito Study Group On Eosinophilic Esophagitis,abstract,Atopic Dermatitis,"order that has been increasingly recognized over recent decades. It is characterized by a type 2 inflammatory response, shared with other type 2 inflammatory conditions such as allergic rhinitis (AR), food allergy (FA), atopic dermatitis (AD), bronchial asthma (BA), and chronic rhinosinusitis with nasal polyps (CRSwNP). Methods. A total of 295 patients with EoE, followed at seven Italian allergy centers with expertise in managing EoE, were included. We",0
PubMed,"""4"" ""atopic dermatitis""",42345528,,10.23822/EurAnnACI.1764-1489.443,"Multicenter survey on eosinophilic esophagitis in Italy: trends in diagnosis, diagnostic delay, and type 2 comorbidity burden.","Background. Eosinophilic esophagitis (EoE) is a chronic, immune-mediated esophageal disorder that has been increasingly recognized over recent decades. It is characterized by a type 2 inflammatory response, shared with other type 2 inflammatory conditions such as allergic rhinitis (AR), food allergy (FA), atopic dermatitis (AD), bronchial asthma (BA), and chronic rhinosinusitis with nasal polyps (CRSwNP). Methods. A total of 295 patients with EoE, followed at seven Italian allergy centers with expertise in managing EoE, were included. We analyzed annual EoE diagnoses, diagnostic delay, and the presence of type 2 comorbidities - including AR, FA, BA, AD and CRSwNP - assessed via allergological evaluations at the participating centers. Statistical analyses included non-parametric trend tests, linear and logistic regressions, chi-square tests, and descriptive analyses. Results. Annual EoE diagnoses showed a significant upward trend from 2014 to 2024 (p = 0.002). However, the diagnostic delay remained consistently high, showing no corresponding reduction despite the rise in diagnoses. The burden of type 2 comorbidities was substantial, with 83.4% of patients presenting at least one comorbidity, and most patients exhibited multiple comorbidities. Conclusions. Our findings are consistent with previously reported increases in EoE diagnoses in Italy, alongside persistent diagnostic delays, and highlight the substantial burden of type 2 comorbidities in these patients, emphasizing the importance of systematic allergological evaluation and multidisciplinary managementin patients with EoE.",European annals of allergy and clinical immunology,2026-Jun-25,https://pubmed.ncbi.nlm.nih.gov/42345528/,Journal Article,L Franceschini; D Bignardi; M B Bilò; F Buzzulini; G Cortellini; D Gargano; E Pinter; R B Polillo; D Villalta; A Farsi; - Aaiito Study Group On Eosinophilic Esophagitis,abstract,4,"ing centers. Statistical analyses included non-parametric trend tests, linear and logistic regressions, chi-square tests, and descriptive analyses. Results. Annual EoE diagnoses showed a significant upward trend from 2014 to 2024 (p = 0.002). However, the diagnostic delay remained consistently high, showing no corresponding reduction despite the rise in diagnoses. The burden of type 2 comorbidities was substantial, with 83.4% of patients",0
PubMed,"""4"" ""atopic dermatitis""",42343506,,10.2500/aap.2026.47.260041,Key factors in the diagnosis of sesame allergy in children.,"Background: Sesame allergy (SA) is diagnostically challenging in childhood, and data on its natural course and clinical nonreactivity development are limited. Although oral food challenge (OFC) remains the diagnostic criterion standard, the value of skin-prick tests (SPT) and sesame specific immunoglobulin E (sIgE) in diagnosis and clinical nonreactivity prediction is unclear. Objective: The objective was to assess the diagnostic accuracy of tahini SPT and sesame sIgE, and to determine the frequency of clinical nonreactivity and identify clinical and laboratory factors associated with clinical nonreactivity development in children undergoing tahini-based OFC. Methods: In this retrospective diagnostic accuracy study, 49 children with suspected SA were included. All participants underwent open tahini-based OFC. The diagnostic performance of tahini SPT and sesame sIgE was assessed by using receiver operating characteristic curve analysis. Results: Of the 49 children included in the study, 21 (42.9%) had a positive tahini-based OFC result. A tahini SPT demonstrated higher predictive performance for OFC positivity compared with sesame sIgE. An optimal cutoff value of 7.5 mm for a tahini SPT result yielded a sensitivity of 81% and a specificity of 85.7%. In contrast, sesame sIgE at a cutoff value of 2.60 kU/L demonstrated lower sensitivity (66.7%) and specificity (82.1%) for predicting OFC outcomes. The sesame sIgE to total IgE ratio was also significantly higher in patients with a positive outcome of OFC (p = 0.049). Patients with a negative outcome of OFC were significantly younger than those with a reactive outcome (p = 0.003). Atopic dermatitis was more prevalent in the negative outcome of the OFC group (p = 0.038), whereas a history of anaphylaxis was not associated with OFC outcomes (p = 0.084). Conclusion: Tahini SPT showed a trend toward better diagnostic performance than did sesame sIgE in predicting clinical reactivity in pediatric SA, although the difference did not reach statistical significance. Younger age and the presence of atopic dermatitis seemed to be associated with a higher likelihood of a negative OFC outcome. However, these findings should be interpreted with caution due to the retrospective design, limited sample size, and single-center setting. Further prospective studies are needed to confirm these observations.",Allergy and asthma proceedings,2026-Jul-01,https://pubmed.ncbi.nlm.nih.gov/42343506/,Journal Article,Aymen Hismiogullari; Ozlem Sancakli; Melike Ocak; Soner Gunder; Berna Uzunoglu; Figen Celebi Celik; Canan Sule Karkiner; Demet Can,abstract,Atopic Dermatitis,"to total IgE ratio was also significantly higher in patients with a positive outcome of OFC (p = 0.049). Patients with a negative outcome of OFC were significantly younger than those with a reactive outcome (p = 0.003). Atopic dermatitis was more prevalent in the negative outcome of the OFC group (p = 0.038), whereas a history of anaphylaxis was not associated with OFC outcomes (p = 0.084). Conclusion: Tahini SPT showed a trend toward better diagnostic",0
PubMed,"""4"" ""atopic dermatitis""",42343506,,10.2500/aap.2026.47.260041,Key factors in the diagnosis of sesame allergy in children.,"Background: Sesame allergy (SA) is diagnostically challenging in childhood, and data on its natural course and clinical nonreactivity development are limited. Although oral food challenge (OFC) remains the diagnostic criterion standard, the value of skin-prick tests (SPT) and sesame specific immunoglobulin E (sIgE) in diagnosis and clinical nonreactivity prediction is unclear. Objective: The objective was to assess the diagnostic accuracy of tahini SPT and sesame sIgE, and to determine the frequency of clinical nonreactivity and identify clinical and laboratory factors associated with clinical nonreactivity development in children undergoing tahini-based OFC. Methods: In this retrospective diagnostic accuracy study, 49 children with suspected SA were included. All participants underwent open tahini-based OFC. The diagnostic performance of tahini SPT and sesame sIgE was assessed by using receiver operating characteristic curve analysis. Results: Of the 49 children included in the study, 21 (42.9%) had a positive tahini-based OFC result. A tahini SPT demonstrated higher predictive performance for OFC positivity compared with sesame sIgE. An optimal cutoff value of 7.5 mm for a tahini SPT result yielded a sensitivity of 81% and a specificity of 85.7%. In contrast, sesame sIgE at a cutoff value of 2.60 kU/L demonstrated lower sensitivity (66.7%) and specificity (82.1%) for predicting OFC outcomes. The sesame sIgE to total IgE ratio was also significantly higher in patients with a positive outcome of OFC (p = 0.049). Patients with a negative outcome of OFC were significantly younger than those with a reactive outcome (p = 0.003). Atopic dermatitis was more prevalent in the negative outcome of the OFC group (p = 0.038), whereas a history of anaphylaxis was not associated with OFC outcomes (p = 0.084). Conclusion: Tahini SPT showed a trend toward better diagnostic performance than did sesame sIgE in predicting clinical reactivity in pediatric SA, although the difference did not reach statistical significance. Younger age and the presence of atopic dermatitis seemed to be associated with a higher likelihood of a negative OFC outcome. However, these findings should be interpreted with caution due to the retrospective design, limited sample size, and single-center setting. Further prospective studies are needed to confirm these observations.",Allergy and asthma proceedings,2026-Jul-01,https://pubmed.ncbi.nlm.nih.gov/42343506/,Journal Article,Aymen Hismiogullari; Ozlem Sancakli; Melike Ocak; Soner Gunder; Berna Uzunoglu; Figen Celebi Celik; Canan Sule Karkiner; Demet Can,abstract,4,"f clinical nonreactivity and identify clinical and laboratory factors associated with clinical nonreactivity development in children undergoing tahini-based OFC. Methods: In this retrospective diagnostic accuracy study, 49 children with suspected SA were included. All participants underwent open tahini-based OFC. The diagnostic performance of tahini SPT and sesame sIgE was assessed by using receiver operating characteristic curve analysi",0
PubMed,"""4"" ""atopic dermatitis""",42343505,,10.2500/aap.2026.47.260028,Immunoglobulin E-mediated pumpkin seed allergy in children: Case series and narrative review with a structured literature search.,"Background: Pumpkin seed allergy is a rare but potentially severe immunoglobulin E (IgE) mediated food allergy, with limited pediatric data and few documented cases worldwide. Objective: To describe the clinical and diagnostic characteristics of pediatric pumpkin seed allergy and to synthesize all previously reported cases through a systematically searched narrative review. Methods: We retrospectively reviewed the records of children diagnosed with IgE-mediated pumpkin seed allergy at a tertiary pediatric allergy clinic in Turkey (2016-2024). The diagnosis relied on the clinical history, specific IgE (sIgE), and skin-prick tests (SPT); patients in select cases had oral food challenges. Data on clinical presentation, comorbidities, co-allergies, and laboratory findings were extracted. A structured literature search of medical literature data bases identified all published cases of patients with pumpkin seed allergy, which were qualitatively reviewed. Results: Twenty-five children (76% boys) were identified, with a median diagnosis age of 2.98 years. Immediate reactions were universal, and anaphylaxis occurred in 64%. The median SPT wheal was 13 mm, and the median sIgE level was 10.3 kUA/L. Atopic comorbidities were frequent (atopic dermatitis, 92%; asthma, 48%). Co-allergy was common (tree nuts, 76%; other seeds, 72%); watermelon seed sensitization occurred in 83%, with six patients experiencing clinical reactions after watermelon seed ingestion. Pumpkin pulp was tolerated in all the patients. A literature review revealed 14 previously published cases, mostly adults, with 57% experiencing anaphylaxis. Conclusion: Pumpkin seed allergy, although uncommon, frequently causes systemic reactions in children. Our case series underscores the need for clinician awareness, diagnostic inclusion of pumpkin seed in high-consumption regions, and further research into its molecular allergens and cross-reactivity.",Allergy and asthma proceedings,2026-Jul-01,https://pubmed.ncbi.nlm.nih.gov/42343505/,Journal Article; Review,Bilge Acikalin; Melike Ocak; Bulent Enis Sekerel,abstract,Atopic Dermatitis,"th a median diagnosis age of 2.98 years. Immediate reactions were universal, and anaphylaxis occurred in 64%. The median SPT wheal was 13 mm, and the median sIgE level was 10.3 kUA/L. Atopic comorbidities were frequent (atopic dermatitis, 92%; asthma, 48%). Co-allergy was common (tree nuts, 76%; other seeds, 72%); watermelon seed sensitization occurred in 83%, with six patients experiencing clinical reactions after watermelon seed ingestion. Pumpkin pul",0
PubMed,"""4"" ""atopic dermatitis""",42343505,,10.2500/aap.2026.47.260028,Immunoglobulin E-mediated pumpkin seed allergy in children: Case series and narrative review with a structured literature search.,"Background: Pumpkin seed allergy is a rare but potentially severe immunoglobulin E (IgE) mediated food allergy, with limited pediatric data and few documented cases worldwide. Objective: To describe the clinical and diagnostic characteristics of pediatric pumpkin seed allergy and to synthesize all previously reported cases through a systematically searched narrative review. Methods: We retrospectively reviewed the records of children diagnosed with IgE-mediated pumpkin seed allergy at a tertiary pediatric allergy clinic in Turkey (2016-2024). The diagnosis relied on the clinical history, specific IgE (sIgE), and skin-prick tests (SPT); patients in select cases had oral food challenges. Data on clinical presentation, comorbidities, co-allergies, and laboratory findings were extracted. A structured literature search of medical literature data bases identified all published cases of patients with pumpkin seed allergy, which were qualitatively reviewed. Results: Twenty-five children (76% boys) were identified, with a median diagnosis age of 2.98 years. Immediate reactions were universal, and anaphylaxis occurred in 64%. The median SPT wheal was 13 mm, and the median sIgE level was 10.3 kUA/L. Atopic comorbidities were frequent (atopic dermatitis, 92%; asthma, 48%). Co-allergy was common (tree nuts, 76%; other seeds, 72%); watermelon seed sensitization occurred in 83%, with six patients experiencing clinical reactions after watermelon seed ingestion. Pumpkin pulp was tolerated in all the patients. A literature review revealed 14 previously published cases, mostly adults, with 57% experiencing anaphylaxis. Conclusion: Pumpkin seed allergy, although uncommon, frequently causes systemic reactions in children. Our case series underscores the need for clinician awareness, diagnostic inclusion of pumpkin seed in high-consumption regions, and further research into its molecular allergens and cross-reactivity.",Allergy and asthma proceedings,2026-Jul-01,https://pubmed.ncbi.nlm.nih.gov/42343505/,Journal Article; Review,Bilge Acikalin; Melike Ocak; Bulent Enis Sekerel,abstract,4,"through a systematically searched narrative review. Methods: We retrospectively reviewed the records of children diagnosed with IgE-mediated pumpkin seed allergy at a tertiary pediatric allergy clinic in Turkey (2016-2024). The diagnosis relied on the clinical history, specific IgE (sIgE), and skin-prick tests (SPT); patients in select cases had oral food challenges. Data on clinical presentation, comorbidities, co-allergies, and laborat",0
PubMed,"""4"" ""atopic dermatitis""",42343498,,10.2500/aap.2026.47.260026,Safety of dupilumab use during pregnancy: A composite evaluation of pregnancy outcomes.,"Background: Dupilumab is a monoclonal antibody that targets interleukin 4 and interleukin 13 pathways, increasingly used to treat asthma, eczema, and eosinophilic esophagitis (EoE). Currently, there is minimum literature that evaluated the safety of dupilumab during pregnancy. Objective: This study assessed whether dupilumab use is associated with increased pregnancy complications. Methods: We conducted a multicenter, retrospective study of pregnant patients exposed to dupilumab between 2017 and 2024 compared with age- and comorbidity-matched controls who were not receiving biologic therapy. The primary outcome was the composite rate of any pregnancy-related complication, analyzed via multivariate logistical regression. The data were analyzed both with no covariates and with four covariates (adjusted for age, race/ethnicity, hypertension, and parity). Statistical analyses were conducted by using statistical software, with a two-sided α level of 0.05 considered statistically significant. Secondary outcomes investigated complication rates by subgroups (maternal, labor, and fetal complications). Subgroup data were analyzed via the Wald test. Results: Of the 301 patients identified with both dupilumab exposure and a pregnancy classification of diseases code, 69 unique pregnancies met inclusion criteria for confirmed dupilumab exposure during pregnancy. Several patients carried more than one type 2 inflammatory diagnosis; therefore, diagnosis counts exceed the total number of patients. Among these 69 pregnancies, 39 involved asthma, 37 atopic dermatitis, and 3 EoE, with overlap across diagnoses. There was no significant difference in overall complication rates between the study and control groups (69.6% versus 65.2%; p = 0.5861). This held true in the adjusted model (n = 129) (odds ratio 1.131 [95% confidence interval, 0.505-2.533]; p = 0.7650). No significant differences were noted in the subgroups. The most prominent complications were gestational diabetes, gestational hypertension, preeclampsia, unplanned caesarean sections, and spontaneous abortion (SAB). Although SAB trended toward a higher frequency in the dupilumab group compared with the controls (14.0% versus 5.8%; p = 0.164), it remained within the expected general population rates (10-15%). Conclusion: Dupilumab exposure during pregnancy was not associated with an increased risk of pregnancy complications. These findings support the relative safety of dupilumab in pregnancy and provide reassurance to clinicians managing asthma, eczema, or EoE. Larger prospective studies are needed to confirm these results and assess long-term maternal and neonatal outcomes.",Allergy and asthma proceedings,2026-Jul-01,https://pubmed.ncbi.nlm.nih.gov/42343498/,Journal Article; Multicenter Study; Observational Study,Frank L Ventura; Steven B Clayton,abstract,Atopic Dermatitis,"ilumab exposure during pregnancy. Several patients carried more than one type 2 inflammatory diagnosis; therefore, diagnosis counts exceed the total number of patients. Among these 69 pregnancies, 39 involved asthma, 37 atopic dermatitis, and 3 EoE, with overlap across diagnoses. There was no significant difference in overall complication rates between the study and control groups (69.6% versus 65.2%; p = 0.5861). This held true in the adjusted model (n",0
PubMed,"""4"" ""atopic dermatitis""",42343498,,10.2500/aap.2026.47.260026,Safety of dupilumab use during pregnancy: A composite evaluation of pregnancy outcomes.,"Background: Dupilumab is a monoclonal antibody that targets interleukin 4 and interleukin 13 pathways, increasingly used to treat asthma, eczema, and eosinophilic esophagitis (EoE). Currently, there is minimum literature that evaluated the safety of dupilumab during pregnancy. Objective: This study assessed whether dupilumab use is associated with increased pregnancy complications. Methods: We conducted a multicenter, retrospective study of pregnant patients exposed to dupilumab between 2017 and 2024 compared with age- and comorbidity-matched controls who were not receiving biologic therapy. The primary outcome was the composite rate of any pregnancy-related complication, analyzed via multivariate logistical regression. The data were analyzed both with no covariates and with four covariates (adjusted for age, race/ethnicity, hypertension, and parity). Statistical analyses were conducted by using statistical software, with a two-sided α level of 0.05 considered statistically significant. Secondary outcomes investigated complication rates by subgroups (maternal, labor, and fetal complications). Subgroup data were analyzed via the Wald test. Results: Of the 301 patients identified with both dupilumab exposure and a pregnancy classification of diseases code, 69 unique pregnancies met inclusion criteria for confirmed dupilumab exposure during pregnancy. Several patients carried more than one type 2 inflammatory diagnosis; therefore, diagnosis counts exceed the total number of patients. Among these 69 pregnancies, 39 involved asthma, 37 atopic dermatitis, and 3 EoE, with overlap across diagnoses. There was no significant difference in overall complication rates between the study and control groups (69.6% versus 65.2%; p = 0.5861). This held true in the adjusted model (n = 129) (odds ratio 1.131 [95% confidence interval, 0.505-2.533]; p = 0.7650). No significant differences were noted in the subgroups. The most prominent complications were gestational diabetes, gestational hypertension, preeclampsia, unplanned caesarean sections, and spontaneous abortion (SAB). Although SAB trended toward a higher frequency in the dupilumab group compared with the controls (14.0% versus 5.8%; p = 0.164), it remained within the expected general population rates (10-15%). Conclusion: Dupilumab exposure during pregnancy was not associated with an increased risk of pregnancy complications. These findings support the relative safety of dupilumab in pregnancy and provide reassurance to clinicians managing asthma, eczema, or EoE. Larger prospective studies are needed to confirm these results and assess long-term maternal and neonatal outcomes.",Allergy and asthma proceedings,2026-Jul-01,https://pubmed.ncbi.nlm.nih.gov/42343498/,Journal Article; Multicenter Study; Observational Study,Frank L Ventura; Steven B Clayton,abstract,Eczema,"Background: Dupilumab is a monoclonal antibody that targets interleukin 4 and interleukin 13 pathways, increasingly used to treat asthma, eczema, and eosinophilic esophagitis (EoE). Currently, there is minimum literature that evaluated the safety of dupilumab during pregnancy. Objective: This study assessed whether dupilumab use is associated with increased preg",0
